Title,Rating
957. Out of the Furnace,6.6
958. Beverly Hills Cop: Axel Foley,6.6
959. Seppuku,6.6
960. Pacific Rim: Uprising,6.6
961. Unlocked,6.6
962. How It Ends,6.6
963. Hotel Mumbai,6.6
964. Joy Ride,6.6
965. Thunderbolt and Lightfoot,6.6
966. Angry Birds,6.6
967. Beomjoidosi 2,6.6
968. 9,6.6
969. Sweet Girl,6.6
970. Manyeo 2: Lo go,6.6
971. Batman v Superman: Dawn of Justice (Ultimate Edition),6.6
972. Accident Man 2,6.6
973. Trauma,6.6
974. Mortal Kombat: Annihilation,6.6
975. Rollerball,6.6
976. Dora and the Lost City of Gold,6.6
977. Lake Placid,6.6
978. Untitled Spider-Man Sequel,6.6
979. The Living Daylights,6.6
980. Hitman: Agent 47,6.6
981. A Most Violent Year,6.6
982. Snakes on a Plane,6.6
983. Casualties of War,6.6
984. Predator 2,6.6
985. Mad Heidi,6.6
986. Serbuan maut 2: Berandal,6.6
987. Only God Forgives,6.6
988. The Lone Ranger,6.6
989. The Losers,6.6
990. Wild Wild West,6.6
991. Parker,6.6
992. Diamonds Are Forever,6.6
993. Paradise City,6.6
994. Bad Boys II,6.6
995. The Wraith,6.6
996. Unstoppable,6.6
997. Air Force One,6.6
998. Never Back Down,6.6
999. The World Is Not Enough,6.6
1000. U-571,6.6
1001. Speed 2: Cruise Control,6.7
1002. Grosse Pointe Blank,6.7
1003. Eragon,6.7
1004. The Sword and the Sorcerer,6.7
1005. Star Trek IV: The Voyage Home,6.7
1006. Streets of Fire,6.7
1007. Deliver Us from Evil,6.7
1008. The Ridiculous 6,6.7
1009. Keanu,6.7
1010. The Devil's Own,6.7
1011. Miami Vice,6.7
1012. Nightbreed,6.7
1013. Three Kings,6.7
1014. G.I. Jane,6.7
1015. Up Periscope,6.7
1016. The King's Daughter,6.7
1017. Awake,6.7
1018. Lilo & Stitch,6.7
1019. Get Smart,6.7
1020. Resident Evil: Apocalypse,6.7
1021. The Grey,6.7
1022. Pompeii,6.7
1023. The Darkest Hour,6.7
1024. Criminal,6.7
1025. Never Say Never Again,6.7
1026. Fool's Gold,6.7
1027. Gangster Squad,6.7
1028. My Spy,6.7
1029. Octopussy,6.7
1030. Broken Arrow,6.7
1031. My Hero Academia,6.7
1032. Open Range,6.7
1033. In the Line of Fire,6.7
1034. Gold,6.7
1035. Universal Soldier,6.7
1036. The Specialist,6.7
1037. Sherlock Holmes 3,6.7
1038. The Mortal Instruments: City of Bones,6.7
1039. Mumbaikar,6.7
1040. Only the Brave,6.7
1041. R.I.P.D.,6.7
1042. Run All Night,6.7
1043. Sherlock Holmes: A Game of Shadows,6.7
1044. Non-Stop,6.7
1045. Project Power,6.7
1046. Colors,6.7
1047. Taken 3,6.7
1048. Jack the Giant Slayer,6.7
1049. The Collector,6.7
1050. Absolute Power,6.7
1051. Zathura: A Space Adventure,7.2
1052. Escape from Alcatraz,7.2
1053. Transfusion,7.2
1054. The Edge,7.2
1055. Die Hard 2,7.2
1056. The Negotiator,7.2
1057. Ghostbusters II,7.2
1058. Tayna pechati drakona,7.2
1059. Zoom,7.2
1060. The Bag Man,7.2
1061. Dracula 2000,7.2
1062. Maximum Overdrive,7.2
1063. The Girl with All the Gifts,7.2
1064. Jack Ryan: Shadow Recruit,7.2
1065. Tower Heist,7.2
1066. Hansel & Gretel: Witch Hunters,7.2
1067. Transporter 2,7.2
1068. The Huntsman: Winter's War,7.2
1069. Beverly Hills Cop II,7.2
1070. Ying xiong,7.2
1071. Paul Blart: Mall Cop,7.2
1072. CHIPS,7.2
1073. Taken 2,7.2
1074. Penguins of Madagascar,7.2
1075. Pride and Prejudice and Zombies,7.2
1076. Intrusion,7.2
1077. The Forbidden Kingdom,7.2
1078. Extinction,7.2
1079. Kantara,7.2
1080. The Sea Wolves,7.2
1081. Scouts Guide to the Zombie Apocalypse,7.2
1082. The Protégé,7.2
1083. Svart krabba,7.2
1084. The Old Guard 2,7.2
1085. Zoolander 2,7.2
1086. Drive Angry,7.2
1087. Congo,7.2
1088. The Wild Bunch,7.2
1089. Spy Kids 3: Game Over,7.2
1090. Wild Hogs,7.2
1091. Blown Away,7.2
1092. Damsel,7.2
1093. Detective Knight: Independence,7.2
1094. DOA: Dead or Alive,7.2
1095. Blitz,7.2
1096. Shin Gojira,7.2
1097. After Earth,7.2
1098. The Lair,7.2
1099. Spider-Man: Lotus,7.2
1100. The Great Race,7.2
1101. Doom,5.2
1102. Guns Akimbo,5.2
1103. Bullitt,5.2
1104. Sahara,5.2
1105. U.S. Marshals,5.2
1106. Push,5.2
1107. Letters from Iwo Jima,5.2
1108. Snag: Chapter One,5.2
1109. The Collective,5.2
1110. Beneath the Planet of the Apes,5.2
1111. Act of Valor,5.2
1112. Rambo III,5.2
1113. To Live and Die in L.A.,5.2
1114. Copshop,5.2
1115. Grimsby,5.2
1116. Resident Evil: Retribution,5.2
1117. Rise of the Guardians,5.2
1118. Warhorse One,5.2
1119. Darkman,5.2
1120. Once Upon a Time in Mexico,5.2
1121. Viduthalai Part 1,5.2
1122. Takers,5.2
1123. Thunder Force,5.2
1124. Hot Shots! Part Deux,5.2
1125. Beowulf,5.2
1126. Star Trek: First Contact,5.2
1127. Mystery Men,5.2
1128. Crimson Tide,5.2
1129. Yip Man 4,5.2
1130. The Towering Inferno,5.2
1131. Peppermint,5.2
1132. Outbreak,5.2
1133. 48 Hrs.,5.2
1134. The Wall,5.2
1135. Harriet,5.2
1136. Liu lang di qiu,5.2
1137. Sand Castle,5.2
1138. The Man with the Golden Gun,5.2
1139. Resident Evil: The Final Chapter,5.2
1140. The Princess,5.2
1141. Lethal Weapon 2,5.2
1142. Superman III,5.2
1143. Hard Target,5.2
1144. A-X-L,5.2
1145. Defiance,5.2
1146. The Italian Job,5.2
1147. Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.2
1148. Underworld: Evolution,5.2
1149. From Russia with Love,5.2
1150. Lost in Space,5.2
1151. Invictus,5.5
1152. TMNT,5.5
1153. Secret Headquarters,5.5
1154. Supercell,5.5
1155. Six Days Seven Nights,5.5
1156. Superman IV: The Quest for Peace,5.5
1157. Nimona,5.5
1158. Nikita,5.5
1159. Slave Girls from Beyond Infinity,5.5
1160. Last Looks,5.5
1161. Faster,5.5
1162. Safe,5.5
1163. Morgan,5.5
1164. The Purge: Anarchy,5.5
1165. Death Wish,5.5
1166. Lethal Weapon 5,5.5
1167. BRZRKR,5.5
1168. The Spy Who Loved Me,5.5
1169. The Aeronauts,5.5
1170. Behind Enemy Lines,5.5
1171. Spies in Disguise,5.5
1172. Brawl in Cell Block 99,5.5
1173. Courage Under Fire,5.5
1174. Eagle Eye,5.5
1175. AVPR: Aliens vs Predator - Requiem,5.5
1176. Charlie's Angels: Full Throttle,5.5
1177. Street Kings,5.5
1178. Elektra,5.5
1179. Virtuosity,5.5
1180. Johnny Mnemonic,5.5
1181. Cowboys & Aliens,5.5
1182. Bastille Day,5.5
1183. Big Momma's House,5.5
1184. Tides,5.5
1185. Rim of the World,5.5
1186. The Commuter,5.5
1187. Lola rennt,5.5
1188. PAW Patrol: The Mighty Movie,5.5
1189. Night Hunter,5.5
1190. Ghost Rider: Spirit of Vengeance,5.5
1191. Mou gaan dou,5.5
1192. For Your Eyes Only,5.5
1193. Payback,5.5
1194. The Dead Pool,5.5
1195. Savage Salvation,5.5
1196. Against All Odds,5.5
"1197. I, Frankenstein",5.5
1198. National Treasure: Book of Secrets,5.5
1199. RED 2,5.5
1200. Seventh Son,5.5
1201. Vampires,6.4
1202. Rise,6.4
1203. Wild Card,6.4
"1204. 10,000 BC",6.4
1205. The Do-Over,6.4
1206. Red Dawn,6.4
1207. Poseidon,6.4
1208. Accident Man,6.4
1209. Hung fan kui,6.4
1210. Toy Soldiers,6.4
1211. Four Brothers,6.4
1212. #Saraitda,6.4
1213. DragonHeart,6.4
1214. On Deadly Ground,6.4
1215. Wrath of the Titans,6.4
1216. Young Guns II,6.4
1217. Hamburger Hill,6.4
1218. Security,6.4
1219. Injustice,6.4
1220. The Last Castle,6.4
1221. Star Trek III: The Search for Spock,6.4
1222. Cooties,6.4
1223. Thief,6.4
1224. The Host,6.4
1225. Moonraker,6.4
1226. Appaloosa,6.4
1227. The Score,6.4
1228. The Toxic Avenger,6.4
1229. Your Highness,6.4
1230. The Kid Who Would Be King,6.4
1231. Kickboxer,6.4
1232. Filth,6.4
1233. The Black Cauldron,6.4
1234. Feast,6.4
1235. Krull,6.4
1236. Iron Sky,6.4
1237. Death Wish,6.4
1238. The Angry Birds Movie 2,6.4
1239. Species II,6.4
1240. Death Race 2000,6.4
1241. Riddick: Furya,6.4
1242. Star Trek: Generations,6.4
1243. Blackout,6.4
1244. Above the Law,6.4
1245. The Postman,6.4
1246. The Legend of Billie Jean,6.4
1247. Heart of Stone,6.4
1248. Paws of Fury: The Legend of Hank,6.4
1249. Mission: Impossible - Dead Reckoning Part Two,6.4
1250. The Taking of Pelham 123,6.4
1251. Von Ryan's Express,5.3
1252. Chatrapathi,5.3
1253. Agent Game,5.3
1254. Surrogates,5.3
1255. County Line: No Fear,5.3
1256. Abraham Lincoln: Vampire Hunter,5.3
1257. A Walk Among the Tombstones,5.3
1258. Minecraft,5.3
1259. Ajeossi,5.3
1260. National Treasure 3,5.3
1261. Siu Lam juk kau,5.3
1262. Shanghai Knights,5.3
1263. Shehzada,5.3
1264. Johnny English,5.3
1265. The Enforcer,5.3
1266. Revolver,5.3
1267. Honest Thief,5.3
1268. Shanghai Noon,5.3
1269. Kaithi,5.3
1270. Volcano,5.3
1271. Enthiran,5.3
1272. Pete's Dragon,5.3
1273. Mercury Rising,5.3
1274. Miss Bala,5.3
1275. Clubbed,5.3
1276. Gangs of Wasseypur,5.3
1277. Straw Dogs,5.3
1278. The Professionals,5.3
1279. Machete Kills,5.3
1280. Jay and Silent Bob Reboot,5.3
1281. Star Trek: Nemesis,5.3
1282. Deep Rising,5.3
1283. Kubo and the Two Strings,5.3
1284. Home Alone 3,5.3
1285. The Karate Kid Part II,5.3
1286. Catwoman,5.3
1287. Jason X,5.3
1288. The Karate Kid Part III,5.3
1289. Æon Flux,5.3
1290. Drive-Away Dolls,5.3
1291. Vanishing Point,5.3
1292. Assassination Nation,5.3
1293. Ninja Assassin,5.3
1294. Rogue,5.3
1295. Osmosis Jones,5.3
1296. Killer Elite,5.3
1297. Panama,5.3
1298. Badlands,5.3
1299. The Night Comes for Us,5.3
1300. Land of the Lost,5.3
1301. A Good Day to Die Hard,6.1
1302. The American,6.1
1303. Timeline,6.1
1304. War Horse,6.1
1305. Resident Evil: Extinction,6.1
1306. Black Rain,6.1
1307. The Misfits,6.1
1308. Rebel,6.1
1309. 1941,6.1
1310. Mortdecai,6.1
1311. High Ground,6.1
1312. Killing Gunther,6.1
1313. Tin lung baat bou,6.1
1314. Convoy,6.1
1315. Sudden Impact,6.1
1316. Maverick,6.1
1317. Space Cowboys,6.1
1318. Hardcore Henry,6.1
1319. Gekijouban Jujutsu Kaisen 0,6.1
1320. Innerspace,6.1
1321. Untitled Mad Max Project,6.1
1322. Ponniyin Selvan: I,6.1
1323. Eight Legged Freaks,6.1
1324. The Sentinel,6.1
1325. Jolt,6.1
1326. The Jackal,6.1
1327. Vaathi,6.1
1328. Vikram Vedha,6.1
1329. Rising Sun,6.1
1330. Escape from L.A.,6.1
1331. Inspector Gadget,6.1
1332. Kill Chain,6.1
1333. Battlefield Earth,6.1
1334. Let's Be Cops,6.1
1335. The Salvation,6.1
1336. Vampire Academy,6.1
1337. Hummingbird,6.1
1338. Star Trek: Insurrection,6.1
1339. Dangal,6.1
1340. Il mio nome è vendetta,6.1
1341. Operation Seawolf,6.1
1342. Next,6.1
1343. Condorman,6.1
1344. The Darkest Minds,6.1
1345. Conspiracy Theory,6.1
1346. Snitch,6.1
1347. The Tax Collector,6.1
1348. Red Heat,6.1
1349. Big Game,6.1
1350. Crank: High Voltage,6.1
1351. Gamer,7.3
1352. The 6th Day,7.3
1353. The Siege,7.3
1354. New Jack City,7.3
1355. Barb Wire,7.3
1356. The Black Hole,7.3
1357. Ben-Hur,7.3
1358. Ying,7.3
1359. Lock Up,7.3
1360. WolfWalkers,7.3
1361. The Guns of Navarone,7.3
1362. The Groundstar Conspiracy,7.3
1363. Running Scared,7.3
1364. Windtalkers,7.3
"1365. Game Over, Man!",7.3
1366. Spy Game,7.3
1367. Unknown,7.3
1368. Resident Evil: Death Island,7.3
1369. Hodejegerne,7.3
1370. Hit and Run,7.3
1371. Taxi,7.3
1372. Lara Croft: Tomb Raider - The Cradle of Life,7.3
1373. Kill Shot,7.3
1374. Lionheart,7.3
1375. Selfiee,7.3
1376. SAS: Red Notice,7.3
1377. Resident Evil: Afterlife,7.3
1378. Skyscraper,7.3
1379. Beomjoidosi,7.3
1380. Gyoseob,7.3
1381. Left Behind: Rise of the Antichrist,7.3
1382. The Rookie,7.3
1383. Triple 9,7.3
1384. SuperBob,7.3
1385. Shin Ultraman,7.3
1386. Priest,7.3
1387. The Ice Road,7.3
1388. El Puño del Cóndor,7.3
1389. Vertical Limit,7.3
1390. Untitled Star Trek: 4 (Sequel),7.3
1391. Titan A.E.,7.3
1392. The Getaway,7.3
1393. Runaway Train,7.3
1394. Yôjinbô,7.3
1395. The Batman Part II,7.3
1396. The Net,7.3
1397. Magnum Force,7.3
1398. Brahmastra Part One: Shiva,7.3
1399. Masters of the Universe,7.3
1400. The In-Laws,7.3
1401. The Final Countdown,7
1402. Stealth,7
1403. Dog Soldiers,7
1404. Blood Father,7
1405. Captive State,7
1406. Paycheck,7
1407. Killers,7
1408. Busanhaeng 2: Bando,7
"1409. Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",7
1410. Dreamscape,7
1411. Cyborg,7
1412. Doomsday,7
1413. Wrong Place,7
1414. Black Dynamite,7
1415. 2.0,7
1416. This Means War,7
1417. Star Trek V: The Final Frontier,7
1418. Memorial Day,7
1419. The Purge: Election Year,7
1420. Gemini Man,7
1421. Captain Underpants: The First Epic Movie,7
1422. Underworld: Rise of the Lycans,7
1423. The Wild Geese,7
1424. Lethal Weapon 3,7
1425. Into the Storm,7
1426. Rogue,7
1427. Raw Deal,7
1428. Americana,7
1429. Bãhubali: The Beginning,7
1430. Daybreakers,7
1431. No Escape,7
1432. Billy Lynn's Long Halftime Walk,7
1433. Under Siege 2: Dark Territory,7
1434. Doragon bôru sûpâ: Sûpâ hîrô,7
1435. Vanquish,7
1436. Danger Close: The Battle of Long Tan,7
1437. Ong-bak,7
1438. The Courier,7
1439. Entrapment,7
1440. Alpha,7
1441. D.E.B.S.,7
1442. Crossfire,7
1443. The Outsider,7
1444. Mercy,7
1445. Vendetta,7
1446. Passenger 57,7
1447. Double Impact,7
1448. Kill List,7
1449. Beverly Hills Cop III,7
1450. Koroshiya 1,7
1451. Sphere,6.2
1452. 21 Bridges,6.2
1453. Tales from the Crypt: Demon Knight,6.2
1454. Live by Night,6.2
1455. Kubi,6.2
1456. Keeping Up with the Joneses,6.2
1457. Kiss of the Dragon,6.2
1458. Kursk,6.2
1459. The Transformers: The Movie,6.2
1460. Hold the Dark,6.2
1461. Ging chaat goo si,6.2
1462. Cell,6.2
1463. Year of the Gun,6.2
1464. Cutthroat Island,6.2
1465. Megan Leavey,6.2
1466. Revenge,6.2
1467. Any Which Way You Can,6.2
1468. Transporter 3,6.2
1469. Prityazhenie,6.2
1470. Arlington Road,6.2
1471. Black Site,6.2
1472. Underworld: Awakening,6.2
1473. Mayhem,6.2
1474. Bølgen,6.2
1475. The Recruit,6.2
1476. The Sleepover,6.2
1477. Max Payne,6.2
1478. Blackhat,6.2
1479. Blue Thunder,6.2
1480. Romeo Must Die,6.2
1481. Supergirl,6.2
1482. Repo Man,6.2
1483. The Lego Ninjago Movie,6.2
1484. Sita Ramam,6.2
1485. Earthquake,6.2
1486. Boy Kills World,6.2
1487. Metal Gear Solid,6.2
1488. Taxi,6.2
1489. Ride Along,6.2
1490. Battle: Los Angeles,6.2
1491. United 93,6.2
1492. Finding 'Ohana,6.2
1493. Dragonslayer,6.2
1494. Chugyeokja,6.2
1495. Blue Streak,6.2
1496. Jason and the Argonauts,6.2
1497. In the Name of the King: A Dungeon Siege Tale,6.2
1498. Fighter,6.2
1499. Executive Decision,6.2
1500. Johnny English Strikes Again,6.2
1501. Smokey and the Bandit II,7.1
1502. Jiu Jitsu,7.1
1503. Mugen no jûnin,7.1
1504. Detective Knight: Rogue,7.1
1505. The Bounty Hunter,7.1
1506. Jûbê ninpûchô,7.1
1507. Man on a Ledge,7.1
1508. Tristan + Isolde,7.1
1509. I onde dager,7.1
1510. Shaft,7.1
1511. Anacondas: The Hunt for the Blood Orchid,7.1
1512. The Marksman,7.1
1513. Loin du périph,7.1
1514. War,7.1
1515. Around the World in 80 Days,7.1
1516. Westworld,7.1
1517. Shark Night 3D,7.1
1518. Indiana Jones and the Sanctuary of the Black Order,7.1
1519. Ugram,7.1
1520. Sirocco,7.1
1521. Shingeki no kyojin,7.1
1522. The Happytime Murders,7.1
1523. Death Sentence,7.1
1524. Line of Duty,7.1
1525. The Thinning,7.1
1526. Balle perdue,7.1
1527. Back in Action,7.1
1528. Spy Kids 2: Island of Lost Dreams,7.1
1529. The Punisher,7.1
1530. The Shadow,7.1
1531. The Cold Light of Day,7.1
1532. Taeksi woonjunsa,7.1
1533. Teenage Mutant Ninja Turtles III,7.1
1534. Tres metros sobre el cielo,7.1
1535. Meng long guo jiang,7.1
1536. Cannonball Run II,7.1
1537. The Silencing,7.1
1538. Shaft,7.1
1539. Race to Witch Mountain,7.1
1540. Dangerous,7.1
1541. The Mercenaries,7.1
1542. Fortress,7.1
1543. Overdrive,7.1
1544. Star Wars: The Clone Wars,7.1
1545. The Hitcher,7.1
1546. Collateral Damage,7.1
1547. Lethal Weapon 4,7.1
1548. Horizon Line,7.1
1549. American Ultra,7.1
1550. The Blue Max,7.1
1551. The Three Musketeers,6.1
1552. Pichaikkaran 2,6.1
1553. Jung_E,6.1
1554. Kimetsu no Yaiba: Tsuzumi Yashiki Hen,6.1
1555. The Collection,6.1
1556. Basic,6.1
1557. Memphis Belle,6.1
1558. Johnny English Reborn,6.1
1559. Rurôni Kenshin: Meiji kenkaku roman tan,6.1
1560. Outland,6.1
1561. Class of 1984,6.1
1562. Outlander,6.1
1563. The Rover,6.1
1564. Capricorn One,6.1
1565. The Eiger Sanction,6.1
1566. Sanctum,6.1
1567. Cellular,6.1
1568. The Spy Who Dumped Me,6.1
1569. The Outlaw Johnny Black,6.1
1570. The Spirit,6.1
1571. Deathstalker,6.1
1572. The Phantom,6.1
1573. Brooklyn's Finest,6.1
1574. The Taking of Pelham One Two Three,6.1
1575. The Legend of Zorro,6.1
1576. The Jewel of the Nile,6.1
1577. 3 from Hell,6.1
1578. Self/less,6.1
1579. Oegye+in 1bu,6.1
1580. Heon-teu,6.1
1581. The Adventures of Robin Hood,6.1
1582. Big Stan,6.1
1583. Stuber,6.1
1584. El mariachi,6.1
1585. Rush Hour 4,6.1
1586. Captains of the Clouds,6.1
1587. Enemy Mine,6.1
1588. Alone in the Dark,6.1
1589. Jûsan-nin no shikaku,6.1
1590. The War of the Worlds,6.1
1591. Avengement,6.1
1592. Legend of the White Dragon,6.1
1593. Chaos,6.1
1594. Key Largo,6.1
1595. Kill Bill: The Whole Bloody Affair,6.1
1596. Redline,6.1
1597. First Knight,6.1
1598. Destroyer,6.1
1599. Sabotage,6.1
1600. Sky Captain and the World of Tomorrow,6.1
1601. Yip Man 2,5.6
1602. Shoot 'Em Up,5.6
1603. Bisang seoneon,5.6
1604. Batman: Mask of the Phantasm,5.6
1605. RoboCop 3,5.6
1606. American Carnage,5.6
1607. Firenado,5.6
1608. BloodRayne,5.6
1609. Sniper: Rogue Mission,5.6
1610. HHhH,5.6
1611. I'm Gonna Git You Sucka,5.6
1612. Contraband,5.6
1613. A Man Apart,5.6
1614. Domino,5.6
1615. Hotel Artemis,5.6
1616. Stone Cold,5.6
1617. Set It Off,5.6
1618. An Action Hero,5.6
1619. Spy Kids 4: All the Time in the World,5.6
1620. Firefox,5.6
1621. A Prayer Before Dawn,5.6
1622. Assault on Precinct 13,5.6
1623. The Barbarians,5.6
1624. The Last Dragon,5.6
1625. The Tiger's Apprentice,5.6
1626. Outside the Wire,5.6
1627. Heist,5.6
1628. The Driver,5.6
1629. Bloody Hell,5.6
1630. Sheroes,5.6
1631. Kon-Tiki,5.6
1632. Centurion,5.6
1633. Solomon Kane,5.6
1634. No Retreat No Surrender,5.6
1635. Sniper: Ultimate Kill,5.6
1636. Dead Presidents,5.6
1637. The Marine,5.6
1638. Skyline,5.6
1639. The Green Hornet,5.6
1640. Batman: The Movie,5.6
1641. Ransom,5.6
1642. Next of Kin,5.6
1643. They Cloned Tyrone,5.6
1644. Braven,5.6
1645. Red State,5.6
1646. The Enforcer,5.6
1647. The Adventures of Ford Fairlane,5.6
1648. Captain America,5.6
1649. A Killer Romance,5.6
1650. Chain Reaction,5.6
1651. The Yakuza,6.1
1652. Force 10 from Navarone,6.1
1653. Hell Comes to Frogtown,6.1
1654. Kill Bill: Vol. 3,6.1
1655. Tian jiang xiong shi,6.1
1656. Street Fighter: The Legend of Chun-Li,6.1
1657. Juice,6.1
1658. Descendants: The Rise of Red,6.1
1659. The First Purge,6.1
1660. Collide,6.1
1661. The Siege of Jadotville,6.1
1662. Absolution,6.1
1663. No Way Out,6.1
1664. Valhalla Rising,6.1
1665. Teen Titans Go! To the Movies,6.1
1666. Uri: The Surgical Strike,6.1
1667. Hard to Kill,6.1
1668. Mr. Right,6.1
1669. Virus,6.1
1670. Mighty Joe Young,6.1
1671. True History of the Kelly Gang,6.1
"1672. Aguirre, der Zorn Gottes",6.1
1673. The Monster Squad,6.1
1674. The Kitchen,6.1
1675. The Gauntlet,6.1
1676. Free Fire,6.1
1677. Walking Tall,6.1
1678. Muppet Treasure Island,6.1
1679. The Transporter Refueled,6.1
1680. The One,6.1
1681. xXx: State of the Union,6.1
1682. The Saint,6.1
1683. The Next Karate Kid,6.1
1684. The Program,6.1
1685. Free State of Jones,6.1
1686. Repo Men,6.1
1687. No Way Up,6.1
1688. Torque,6.1
1689. The Siege,6.1
1690. Daylight,6.1
1691. Hard Kill,6.1
1692. Split Second,6.1
1693. The Substitute,6.1
1694. Breakout,6.1
1695. Season of the Witch,6.1
1696. Risen,6.1
1697. One Piece Film Red,6.1
1698. USS Indianapolis: Men of Courage,6.1
1699. Broken City,6.1
1700. The Promise,6.1
1701. The Golden Child,8.1
1702. Red Tails,8.1
1703. Exodus,8.1
1704. Year of the Dragon,8.1
1705. Blade of the 47 Ronin,8.1
1706. The Takeover,8.1
1707. Ratsasan,8.1
1708. Faraaz,8.1
1709. Section 8,8.1
1710. Edge of Darkness,8.1
1711. Soldier,8.1
1712. Waterloo,8.1
1713. Ghosts of Mars,8.1
